['ren' '202104062027' '-23.26' '-2.66' '-15.42' '-9.85'],['ren' '202104072315' '-23.56' '-2.67' '-15.46' '-8.93'],['ren' '202104082246' '-1.18' '0.4' '24.04' '33.54'],['ren' '202104091925' '116.17' '6.4' '200.67' '204.17']
['rep' '202104062027' '-10.48' '0.98' '-19.55' '-10.24'],['rep' '202104072315' '-10.13' '0.73' '-20.43' '-10.26'],['rep' '202104082246' '5.19' '4.01' '-6.42' '6.81'],['rep' '202104091925' '96.67' '26.91' '88.67' '89.17']
['kin' '202104062027' '-22.49' '-4.96' '-17.43' '-22.29'],['kin' '202104072315' '-25.52' '-6.57' '-22.71' '-26.58'],['kin' '202104082246' '-16.09' '-0.01' '10.41' '-8.25'],['kin' '202104091925' '76.43' '21.48' '175.86' '102.57']
['win' '202104062027' '-9.07' '3.71' '-14.21' '-11.13'],['win' '202104072315' '-9.1' '-8.25' '-15.4' '-11.24'],['win' '202104082246' '12.68' '-2.05' '10.09' '8.82'],['win' '202104091925' '155.71' '7.61' '140.43' '145.14']
['ant' '202104062027' '-7.57' '-3.35' '3.59' '-4.79'],['ant' '202104072315' '-7.44' '-4.06' '3.63' '-5.22'],['ant' '202104082246' '9.88' '0.63' '20.81' '17.73'],['ant' '202104091925' '8.33' '9.03' '5.33' '4.5']
['fun' '202104062027' '-23.31' '-3.31' '-8.85' '-23.37'],['fun' '202104072315' '-26.98' '-4.48' '-10.35' '-26.27'],['fun' '202104082145' '-14.9' '0.44' '32.14' '-20.05'],['fun' '202104091925' '36.0' '11.88' '223.75' '-2.0']
['ark' '202104062027' '-7.48' '2.41' '-6.39' '14.94'],['ark' '202104072315' '-8.52' '3.47' '-8.09' '14.13'],['ark' '202104082246' '8.24' '9.71' '12.62' '60.79'],['ark' '202104091925' '149.57' '44.88' '175.43' '358.86']
['bal' '202104062027' '-20.19' '-3.63' '-13.52' '-10.48'],['bal' '202104072315' '-25.58' '-3.62' '-16.98' '-14.83'],['bal' '202104082145' '1.52' '0.26' '20.19' '30.19'],['bal' '202104091925' '94.5' '4.97' '144.25' '93.5']
['orn' '202104062027' '31.67' '-1.02' '14.0' '11.0'],['orn' '202104091925' '83.0' '6.49' '67.0' '47.0']
['tel' '202104062027' '-10.57' '-3.36' '-0.3' '-15.55'],['tel' '202104072315' '-9.21' '-2.64' '0.29' '-14.63'],['tel' '202104082246' '-9.48' '-1.58' '-5.68' '-25.48'],['tel' '202104091925' '2.8' '-3.48' '-25.6' '-25.4']
['trac' '202104062027' '-19.05' '-7.67' '12.2' '-22.35'],['trac' '202104072315' '-36.35' '-8.08' '-44.47' '-40.35'],['trac' '202104081840' '0.8' '-3.27' '-16.8' '-16.4'],['trac' '202104091925' '50.0' '10.5' '111.0' '71.0']
['anc' '202104062027' '9.48' '1.0' '11.23' '5.9'],['anc' '202104072315' '10.3' '0.51' '11.66' '5.82'],['anc' '202104082246' '47.76' '1.0' '55.38' '42.65'],['anc' '202104091925' '278.86' '7.57' '264.43' '288.29']
['sys' '202104062027' '-14.48' '0.48' '-19.35' '8.87'],['sys' '202104072315' '-16.05' '-0.84' '-18.32' '10.89'],['sys' '202104082145' '-5.8' '-2.12' '-9.8' '31.8'],['sys' '202104091925' '7.0' '10.26' '-8.5' '-9.5']
['spi' '202104062027' '-11.7' '-3.98' '-10.53' '0.43'],['spi' '202104072315' '-22.77' '-4.73' '-17.85' '-15.31'],['spi' '202104081738' '-26.82' '-6.0' '-14.47' '-17.47'],['spi' '202104091925' '83.0' '2.32' '92.0' '117.0']
['dia' '202104062027' '-10.92' '0.58' '-23.0' '-15.45'],['dia' '202104072315' '-19.35' '-0.06' '-24.59' '-25.12'],['dia' '202104082145' '-7.33' '3.02' '-5.67' '-26.28'],['dia' '202104091925' '-4.0' '5.63' '86.67' '8.33']
['lon' '202104062027' '8.81' '-0.78' '54.25' '8.25'],['lon' '202104072213' '16.92' '-0.1' '62.15' '14.46'],['lon' '202104082145' '48.5' '2.97' '147.62' '41.38'],['lon' '202104091925' '90.33' '8.52' '121.67' '64.67']
['rly' '202104071749' '33.0' '-5.61' '157.0' '38.0']
['vid' '202104062027' '-6.71' '3.07' '-15.76' '-12.27'],['vid' '202104072315' '-8.83' '3.65' '-19.1' '-14.15'],['vid' '202104082145' '16.15' '-2.25' '22.1' '13.65'],['vid' '202104091925' '38.67' '-17.54' '40.67' '72.67']
['loc' '202104062027' '-6.3' '3.46' '-10.33' '-14.68'],['loc' '202104072315' '-7.46' '2.96' '-13.02' '-16.14'],['loc' '202104082246' '15.58' '3.66' '4.73' '-4.27'],['loc' '202104091925' '78.0' '7.43' '69.67' '31.5']
['ring' '202104062027' '-12.61' '-2.69' '-6.24' '-4.02'],['ring' '202104072315' '-13.36' '-3.92' '-5.4' '-1.89'],['ring' '202104082145' '-3.46' '-0.33' '19.88' '12.0'],['ring' '202104091925' '115.75' '3.54' '271.75' '139.5']
['pro' '202104062027' '-6.51' '3.8' '-8.3' '-10.65'],['pro' '202104072315' '-6.09' '4.03' '-8.16' '-10.66'],['pro' '202104082246' '13.41' '10.62' '15.24' '12.44'],['pro' '202104091925' '95.43' '48.78' '106.57' '75.43']
['ast' '202104062027' '6.1' '-5.26' '-2.67' '-3.1'],['ast' '202104072315' '5.2' '-5.12' '-3.1' '-5.05'],['ast' '202104082246' '17.73' '0.09' '-0.42' '7.85'],['ast' '202104091925' '10.17' '10.85' '-13.17' '10.5']
['tru' '202104062027' '-7.57' '1.06' '-3.09' '-6.32'],['tru' '202104072315' '-8.0' '1.27' '-3.06' '-4.44'],['tru' '202104082246' '-6.16' '4.77' '-6.88' '5.32'],['tru' '202104091925' '34.4' '12.53' '26.0' '57.8']
['pai' '202104062027' '15.67' '18.41' '60.67' '31.0'],['pai' '202104091925' '23.5' '6.9' '82.0' '42.5']
['for' '202104062027' '-16.76' '5.46' '-15.61' '-16.85'],['for' '202104072315' '-18.87' '6.12' '-17.34' '-18.54'],['for' '202104082246' '0.79' '15.36' '8.65' '6.62'],['for' '202104091925' '127.29' '72.55' '117.57' '146.0']
['any' '202104062027' '-1.21' '-0.85' '-7.0' '-14.89'],['any' '202104072213' '-1.37' '-0.76' '-8.96' '-15.89'],['any' '202104082246' '5.65' '2.07' '-4.57' '-5.7'],['any' '202104091925' '44.0' '6.32' '64.5' '39.0']
['polk' '202104062027' '-9.0' '-1.74' '-15.0' '-5.72'],['polk' '202104072315' '-14.73' '-2.28' '-19.77' '-10.32'],['polk' '202104081840' '-12.23' '-0.42' '-31.62' '-11.0'],['polk' '202104091925' '14.0' '4.29' '-46.5' '-20.0']
['game' '202104062027' '-9.09' '-3.37' '-16.22' '-15.47'],['game' '202104072315' '-10.29' '-3.04' '-19.0' '-17.86'],['game' '202104082145' '10.47' '-0.54' '-10.32' '-7.58'],['game' '202104091925' '-3.25' '7.8' '-5.75' '2.75']
['sha' '202104062027' '0.59' '-2.35' '19.7' '2.93'],['sha' '202104072315' '1.07' '-3.79' '21.83' '2.31'],['sha' '202104082145' '5.0' '-0.9' '45.6' '21.32'],['sha' '202104091925' '63.5' '6.6' '171.75' '83.25']
['met' '202104062027' '-5.43' '0.22' '11.78' '-4.09'],['met' '202104072315' '-6.88' '-0.27' '-0.6' '-12.9'],['met' '202104082246' '2.26' '0.57' '24.74' '-2.16'],['met' '202104091925' '69.0' '6.15' '132.0' '109.75']
['ost' '202104062027' '-11.09' '0.86' '-4.89' '-12.8'],['ost' '202104072315' '-13.23' '-0.01' '-3.54' '-13.46'],['ost' '202104082246' '5.16' '4.93' '9.64' '14.24'],['ost' '202104091925' '94.2' '18.49' '162.6' '140.0']
['hit' '202104072315' '-19.89' '-11.01' '14.89' '-35.72'],['hit' '202104082043' '-1.5' '-3.92' '44.1' '-12.45'],['hit' '202104091925' '23.0' '41.52' '9.0' '33.67']
['new' '202104062027' '-7.59' '0.67' '-8.13' '-6.65'],['new' '202104072315' '-7.81' '0.16' '-9.6' '-6.69'],['new' '202104082246' '1.35' '3.66' '12.5' '3.29'],['new' '202104091925' '103.14' '17.94' '191.86' '115.43']
['block' '202104062027' '2.12' '1.58' '1.4' '-10.31'],['block' '202104072315' '0.72' '1.87' '-4.48' '-11.46'],['block' '202104082145' '25.7' '4.44' '19.81' '6.56'],['block' '202104091925' '33.6' '20.99' '32.0' '4.4']
['pay' '202104062027' '22.52' '-0.76' '65.93' '20.89'],['pay' '202104072213' '26.6' '-1.26' '76.05' '26.37'],['pay' '202104082145' '28.33' '-1.14' '-0.08' '-5.92'],['pay' '202104091925' '-12.75' '-11.67' '-39.75' '-12.0']
['act' '202104062027' '-8.6' '4.15' '-10.14' '-18.79'],['act' '202104072315' '-9.15' '3.22' '-11.93' '-19.34'],['act' '202104082246' '40.88' '8.3' '35.5' '26.31'],['act' '202104091925' '215.67' '23.28' '226.67' '220.67']
['smart' '202104072213' '-18.0' '8.4' '-24.6' '-28.4'],['smart' '202104081840' '7.6' '-9.89' '-6.6' '-8.0'],['smart' '202104091925' '38.0' '-7.7' '100.0' '55.0']
['ach' '202104072315' '-16.71' '-1.0' '-20.04' '-19.9'],['ach' '202104082246' '-15.04' '0.93' '-11.32' '-15.48'],['ach' '202104091925' '33.2' '2.43' '124.6' '27.6']
['man' '202104082246' '-38.0' '0.11' '-41.15' '-29.48'],['man' '202104091249' '-4.5' '0.0' '-8.0' '32.75']
['key' '202104072315' '-0.63' '-5.01' '-6.83' '-1.25'],['key' '202104082246' '3.16' '-0.54' '37.04' '-26.28'],['key' '202104091925' '-22.0' '14.23' '-39.0' '-82.6']
['ada' '202104061805' '-2.4' '-1.17' '-31.6' '-12.0'],['ada' '202104071901' '3.62' '-1.48' '-33.92' '-8.38'],['ada' '202104081840' '4.92' '-1.6' '-41.92' '-13.58'],['ada' '202104091249' '-30.0' '0.0' '-12.0' '-31.0']
['link' '202104072315' '-16.56' '-4.69' '-10.96' '-13.93'],['link' '202104081840' '-20.93' '-2.82' '10.93' '-5.87'],['link' '202104091249' '7.0' '0.0' '366.5' '37.0']
['pha' '202104072213' '4.36' '0.17' '-39.86' '-17.71'],['pha' '202104081840' '2.45' '3.72' '-39.36' '-17.73'],['pha' '202104091925' '0.0' '23.97' '0.0' '80.0']
['ray' '202104062027' '-19.5' '-2.95' '36.17' '-18.83'],['ray' '202104072315' '-26.67' '-4.03' '40.07' '-28.4'],['ray' '202104081433' '-29.0' '-0.11' '191.67' '-30.33']
['dent' '202104072315' '-33.5' '-16.39' '-37.25' '-30.0']
['xrp' '202104062027' '-31.18' '7.86' '-31.06' '-25.0'],['xrp' '202104072213' '-38.36' '-4.78' '-42.5' '-32.79'],['xrp' '202104081738' '-43.2' '-1.4' '-50.2' '-52.6']
['doge' '202104061805' '-1.17' '-0.88' '141.67' '21.33'],['doge' '202104072213' '-1.4' '-2.05' '140.0' '29.2'],['doge' '202104081331' '-2.33' '-0.72' '100.0' '28.33']
['uma' '202104072213' '-2.33' '-6.34' '-10.78' '-10.11'],['uma' '202104081941' '-4.67' '3.45' '0.0' '-1.0'],['uma' '202104091925' '-14.0' '10.19' '0.0' '-9.0']
['ava' '202104072213' '-14.78' '-4.89' '-45.33' '-49.44'],['ava' '202104081840' '-15.0' '-3.52' '-58.0' '-65.2']
['rif' '202104072213' '20.78' '-6.09' '-39.0' '-31.56']
['data' '202104072213' '-38.25' '-20.42' '2.75' '-39.5']
['algo' '202104072213' '5.33' '-6.03' '39.0' '19.0'],['algo' '202104082145' '-23.5' '-1.15' '18.0' '22.5']
['usdt' '202104072213' '-2.2' '0.03' '-14.6' '-13.8'],['usdt' '202104081840' '-9.33' '0.08' '-57.67' '-41.0']
['etc' '202104082043' '5.71' '3.25' '6.0' '37.71'],['etc' '202104091925' '-14.0' '0.64' '-14.0' '0.0']
['wan' '202104062027' '-3.27' '-1.92' '22.73' '11.55'],['wan' '202104072213' '-0.89' '-5.33' '33.33' '0.56'],['wan' '202104082043' '-2.2' '-1.39' '49.4' '15.6']
['layer' '202104081840' '16.57' '-3.73' '-24.71' '18.57'],['layer' '202104091249' '-14.0' '0.0' '-25.0' '-15.0']
