['loc' '202103311341' '0.25' '4.96' '-22.0' '-2.75'],['loc' '202104011335' '1.33' '5.61' '-27.67' '-4.67'],['loc' '202104021100' '9.0' '-6.41' '-37.0' '2.0']
['ring' '202103311341' '-2.5' '-3.08' '10.5' '6.5'],['ring' '202104011335' '-3.33' '-3.27' '9.67' '12.33'],['ring' '202104021100' '9.0' '-5.35' '54.0' '125.0']
['ast' '202103311341' '1.25' '-7.92' '3.75' '14.75'],['ast' '202104011335' '12.33' '-8.15' '15.33' '35.67'],['ast' '202104021100' '12.0' '-10.14' '-20.0' '-19.0']
['tru' '202103311341' '18.0' '1.55' '29.75' '3.25'],['tru' '202104011335' '29.0' '2.16' '48.67' '11.33'],['tru' '202104021100' '67.0' '1.11' '175.0' '58.0']
['pro' '202103311341' '-3.25' '2.12' '2.0' '3.25'],['pro' '202104011335' '-1.0' '3.54' '2.33' '7.33'],['pro' '202104021100' '6.0' '-11.91' '1.0' '21.0']
['ost' '202103311341' '66.0' '0.02' '75.5' '22.75'],['ost' '202104011335' '93.0' '0.99' '108.0' '41.33'],['ost' '202104021100' '155.0' '2.27' '119.0' '109.0']
['for' '202103311341' '-9.5' '5.33' '-15.25' '-14.5'],['for' '202104011335' '-12.33' '6.82' '-22.67' '-19.67'],['for' '202104021100' '-16.0' '2.05' '-22.0' '-15.0']
['new' '202103311341' '-11.75' '11.93' '11.5' '-14.0'],['new' '202104011335' '-19.33' '17.0' '3.67' '-21.33'],['new' '202104021100' '-2.0' '16.58' '43.0' '-4.0']
['block' '202103311341' '8.75' '-4.39' '-24.0' '13.0'],['block' '202104011335' '11.67' '-5.02' '-32.0' '12.0'],['block' '202104021100' '15.0' '-5.57' '-41.0' '15.0']
['ach' '202104011335' '50.0' '-6.12' '105.5' '81.0'],['ach' '202104021100' '20.0' '-9.23' '50.0' '57.0']
['act' '202104011335' '12.5' '0.35' '8.5' '24.5'],['act' '202104021100' '15.0' '-1.45' '10.0' '52.0']
['man' '202103311341' '16.25' '1.19' '31.5' '14.0'],['man' '202104011335' '17.33' '0.26' '34.33' '19.0'],['man' '202104021100' '31.0' '-1.21' '51.0' '42.0']
['rep' '202103311341' '-2.75' '-3.33' '1.75' '2.25'],['rep' '202104011335' '-3.67' '-3.32' '-12.33' '-1.0'],['rep' '202104021100' '-12.0' '-2.37' '-16.0' '-2.0']
['trac' '202103311341' '-4.33' '4.49' '-24.0' '1.33'],['trac' '202104011335' '0.5' '7.17' '-21.5' '12.5']
['dia' '202103311341' '-13.33' '7.34' '2.67' '-15.33'],['dia' '202104011335' '-10.0' '12.95' '-4.5' '-14.5']
['polk' '202104011335' '-7.0' '12.5' '33.5' '30.5']
['game' '202103311341' '18.0' '0.01' '19.75' '0.0'],['game' '202104011335' '35.0' '1.13' '34.33' '9.33'],['game' '202104021100' '71.0' '6.16' '41.0' '36.0']
['sha' '202103311341' '6.5' '6.9' '-21.75' '-2.75'],['sha' '202104011335' '11.33' '9.9' '-17.0' '-3.67'],['sha' '202104021100' '-36.0' '24.64' '-53.0' '-52.0']
['met' '202103311341' '-3.0' '1.92' '-17.25' '-16.0'],['met' '202104011335' '5.67' '3.15' '-6.33' '-9.67'],['met' '202104021100' '-23.0' '3.04' '-27.0' '-33.0']
['bnb' '202103311341' '101.75' '1.78' '59.0' '-0.5'],['bnb' '202104011335' '119.0' '3.75' '83.67' '0.33'],['bnb' '202104021100' '157.0' '5.15' '183.0' '16.0']
['uma' '202103311341' '0.0' '0.53' '-7.0' '-6.5'],['uma' '202104021100' '0.0' '0.96' '-14.0' '-13.0']
['ava' '202103311341' '-14.0' '0.28' '37.0' '0.0'],['ava' '202104011335' '-14.0' '4.56' '62.0' '24.0']
['lon' '202103311341' '-24.75' '-5.07' '-44.5' '-29.0'],['lon' '202104011335' '-30.67' '-4.64' '-50.67' '-33.0'],['lon' '202104021100' '8.0' '-5.73' '-10.0' '19.0']
['any' '202103311341' '-21.0' '-4.49' '-29.25' '-14.0'],['any' '202104011335' '-25.67' '-4.34' '-42.67' '-20.0'],['any' '202104021100' '-29.0' '-3.73' '-56.0' '-23.0']
['pay' '202103311341' '-39.0' '-7.58' '-46.0' '-37.0'],['pay' '202104011335' '-46.67' '-5.85' '-60.33' '-46.67'],['pay' '202104021100' '-43.0' '-2.24' '-54.0' '-40.0']
['ada' '202103311341' '-1.75' '-1.03' '-3.25' '9.75'],['ada' '202104011335' '-2.33' '-0.55' '-4.33' '-2.67'],['ada' '202104021100' '7.0' '0.0' '25.0' '-20.0']
['fil' '202103311341' '7.75' '21.29' '4.25' '1.0'],['fil' '202104011335' '10.33' '27.35' '1.0' '-6.67'],['fil' '202104021100' '56.0' '22.74' '73.0' '29.0']
['sys' '202103311341' '-8.5' '-7.36' '-18.5' '6.5'],['sys' '202104011335' '-8.33' '-7.98' '-20.33' '14.67'],['sys' '202104021100' '-19.0' '-7.34' '-42.0' '33.0']
['etc' '202103311341' '-7.5' '3.16' '16.5' '75.5'],['etc' '202104011335' '-10.0' '3.98' '7.67' '54.0'],['etc' '202104021100' '-25.0' '3.87' '-11.0' '-6.0']
['ltc' '202103311341' '-19.0' '-0.06' '-47.75' '-26.5'],['ltc' '202104011335' '-22.0' '0.85' '-57.0' '-41.67'],['ltc' '202104021100' '-20.0' '1.77' '-69.0' '-48.0']
['trade' '202103311341' '-21.25' '-9.14' '-32.5' '-17.25'],['trade' '202104011335' '-24.0' '-9.48' '-39.67' '-12.33'],['trade' '202104021100' '-30.0' '-8.74' '-43.0' '4.0']
['hot' '202103311341' '-42.33' '-1.51' '-14.33' '-36.0'],['hot' '202104011335' '-48.5' '-1.05' '-10.5' '-40.0']
