['kin' '30/03/21:52' '58.0' '-3.38' '75.0' '66.0'],['kin' '31/03/22:41' '-13.0' '0.0' '0.0' '-4.0'],['kin' '01/04/16:01' '-0.5' '26.55' '7.5' '-1.0'],['kin' '02/04/18:32' '-34.0' '46.72' '-43.5' '-29.5']
['rep' '30/03/21:52' '36.0' '12.49' '40.0' '41.0'],['rep' '31/03/22:41' '13.0' '-2.15' '11.0' '-4.0'],['rep' '01/04/16:01' '0.0' '-8.7' '-22.0' '-2.0'],['rep' '02/04/18:32' '24.0' '-0.17' '16.0' '10.0']
['ant' '30/03/21:52' '45.0' '25.83' '73.0' '12.0'],['ant' '31/03/22:41' '-31.0' '-4.16' '-35.0' '-7.0'],['ant' '01/04/16:01' '-21.5' '-11.44' '-37.0' '3.0'],['ant' '02/04/18:32' '-37.0' '8.79' '-64.5' '-39.5']
['fun' '30/03/21:52' '13.0' '5.3' '20.0' '26.0'],['fun' '31/03/22:41' '12.0' '-1.75' '7.0' '-14.0'],['fun' '01/04/16:01' '5.5' '-1.7' '32.5' '-2.0'],['fun' '02/04/18:32' '48.0' '1.08' '48.0' '43.5']
['tel' '30/03/21:52' '-25.0' '-4.12' '-32.0' '-46.0'],['tel' '31/03/22:41' '0.0' '-0.62' '-46.0' '-10.0'],['tel' '01/04/16:01' '-15.5' '10.71' '-16.0' '-10.5'],['tel' '02/04/18:32' '5.0' '16.14' '-4.0' '13.0']
['bal' '30/03/21:52' '7.0' '4.81' '12.0' '17.0'],['bal' '31/03/22:41' '25.0' '-1.84' '52.0' '-6.0'],['bal' '01/04/16:01' '51.0' '-1.69' '56.5' '17.0'],['bal' '02/04/18:32' '-19.0' '5.47' '5.5' '-59.5']
['trac' '30/03/21:52' '25.0' '4.47' '8.0' '47.0'],['trac' '31/03/18:12' '0.0' '-5.68' '-20.0' '-8.0'],['trac' '01/04/16:01' '-14.0' '2.14' '-47.5' '-7.5'],['trac' '02/04/18:32' '-6.5' '17.59' '26.0' '-30.5']
['ark' '30/03/21:52' '21.0' '31.22' '25.0' '39.0'],['ark' '31/03/22:41' '-4.0' '3.45' '-18.0' '-25.0'],['ark' '01/04/16:01' '-13.0' '-5.62' '-18.5' '-27.0'],['ark' '02/04/18:32' '6.5' '-11.66' '18.5' '-14.0']
['anc' '30/03/21:52' '16.0' '0.63' '63.0' '42.0'],['anc' '31/03/22:41' '-3.0' '-2.92' '-17.0' '-14.0'],['anc' '01/04/16:01' '-3.0' '-5.32' '1.5' '12.0'],['anc' '02/04/18:32' '-9.0' '-4.82' '-0.5' '-8.5']
['sys' '30/03/21:52' '-38.0' '9.37' '-30.0' '-21.0'],['sys' '31/03/22:41' '60.0' '-4.7' '37.0' '23.0'],['sys' '01/04/16:01' '-2.5' '-14.71' '-6.5' '12.5'],['sys' '02/04/18:32' '-33.0' '-9.23' '-72.0' '-19.0']
['vid' '30/03/21:52' '-13.0' '1.54' '-40.0' '-4.0'],['vid' '31/03/22:41' '-15.0' '6.45' '0.0' '-33.0'],['vid' '01/04/16:01' '-30.0' '-2.4' '-48.5' '-40.0'],['vid' '02/04/18:32' '17.5' '-32.11' '102.5' '6.5']
['key' '30/03/21:52' '-7.0' '-2.6' '8.0' '-51.0'],['key' '31/03/22:41' '-14.0' '-3.39' '-8.0' '11.0'],['key' '01/04/16:01' '-14.5' '-6.79' '0.0' '19.5'],['key' '02/04/18:32' '-29.0' '-1.25' '11.5' '87.5']
['ring' '30/03/21:52' '14.0' '7.28' '12.0' '37.0'],['ring' '31/03/22:41' '-31.0' '0.4' '-54.0' '-58.0'],['ring' '01/04/16:01' '-9.5' '-7.85' '-56.0' '-51.5'],['ring' '02/04/18:32' '5.5' '-7.35' '-4.0' '34.5']
['loc' '30/03/21:52' '33.0' '11.76' '10.0' '45.0'],['loc' '31/03/22:41' '-15.0' '31.95' '-14.0' '7.0'],['loc' '01/04/16:01' '14.0' '29.08' '-2.5' '5.0'],['loc' '02/04/18:32' '-43.5' '-10.4' '-62.0' '-54.0']
['ast' '30/03/21:52' '93.0' '-3.81' '128.0' '46.0'],['ast' '31/03/22:41' '-41.0' '-1.77' '-27.0' '-53.0'],['ast' '01/04/16:01' '1.0' '-13.16' '40.0' '1.5'],['ast' '02/04/18:32' '-46.0' '-7.89' '-38.5' '-51.5']
['tru' '30/03/21:52' '0.0' '5.0' '13.0' '18.0'],['tru' '31/03/22:41' '-40.0' '6.83' '-69.0' '-69.0'],['tru' '01/04/16:01' '2.5' '4.83' '-16.5' '-38.5'],['tru' '02/04/18:32' '52.0' '-7.55' '135.0' '21.5']
['pro' '30/03/21:52' '44.0' '-2.1' '52.0' '54.0'],['pro' '31/03/22:41' '-28.0' '26.57' '-27.0' '-36.0'],['pro' '01/04/16:01' '-23.5' '7.79' '-19.5' '-19.0'],['pro' '02/04/18:32' '-2.5' '1.15' '-14.5' '15.0']
['any' '30/03/21:52' '30.0' '0.0' '100.0' '11.0'],['any' '31/03/22:41' '-8.0' '-2.64' '-10.0' '-13.0'],['any' '01/04/16:01' '-26.0' '-7.34' '-18.5' '-15.5'],['any' '02/04/18:32' '-5.0' '-6.42' '-41.0' '-9.5']
['sha' '30/03/21:52' '-42.0' '-11.45' '-47.0' '-34.0'],['sha' '31/03/22:41' '0.0' '-5.62' '-6.0' '8.0'],['sha' '01/04/16:01' '-19.5' '8.17' '-50.0' '-36.5'],['sha' '02/04/18:32' '-16.5' '43.48' '-60.0' '-39.5']
['met' '30/03/21:52' '-13.0' '0.72' '-30.0' '-29.0'],['met' '31/03/22:41' '0.0' '5.71' '-6.0' '-38.0'],['met' '01/04/16:01' '-38.5' '7.28' '-43.5' '-56.5'],['met' '02/04/18:32' '11.0' '5.24' '20.0' '51.5']
['ost' '30/03/21:52' '38.0' '-0.24' '39.0' '85.0'],['ost' '31/03/22:41' '-50.0' '4.9' '-54.0' '-58.0'],['ost' '01/04/16:01' '10.0' '7.59' '22.0' '-2.5'],['ost' '02/04/18:32' '57.0' '-3.35' '40.0' '-4.5']
['pay' '30/03/21:52' '400.0' '5.27' '900.0' '386.0'],['pay' '31/03/22:41' '-38.0' '-9.53' '-23.0' '-10.0'],['pay' '01/04/16:01' '-31.5' '-16.77' '-28.5' '-8.0'],['pay' '02/04/18:32' '-67.5' '3.02' '-80.5' '-83.5']
['for' '30/03/21:52' '12.0' '13.32' '9.0' '6.0'],['for' '31/03/22:41' '-21.0' '6.98' '-17.0' '-21.0'],['for' '01/04/16:01' '-16.0' '10.57' '-13.0' '-18.5'],['for' '02/04/18:32' '-32.0' '-5.86' '-36.0' '-27.0']
['new' '30/03/21:52' '40.0' '-0.75' '23.0' '55.0'],['new' '31/03/22:41' '-29.0' '-3.32' '-38.0' '-33.0'],['new' '01/04/16:01' '-33.5' '9.08' '-17.0' '-19.5'],['new' '02/04/18:32' '-6.0' '28.44' '38.0' '-8.5']
['block' '30/03/21:52' '33.0' '-3.85' '35.0' '41.0'],['block' '31/03/22:41' '-7.0' '-4.27' '10.0' '39.0'],['block' '01/04/16:01' '21.5' '-7.0' '20.0' '21.0'],['block' '02/04/18:32' '-42.5' '-2.79' '-68.0' '-49.0']
['ach' '02/04/17:48' '9.33' '-8.23' '46.33' '16.33']
['act' '30/03/17:21' '-39.0' '3.26' '-38.0' '-30.0'],['act' '31/03/22:41' '-16.0' '15.41' '-16.0' '-8.0'],['act' '01/04/16:01' '-6.0' '12.72' '-33.0' '1.0'],['act' '02/04/18:32' '-13.5' '9.36' '-18.0' '-7.5']
['uma' '30/03/21:52' '17.0' '1.35' '21.0' '26.0'],['uma' '31/03/22:41' '-14.0' '3.58' '-18.0' '-21.0'],['uma' '01/04/16:01' '0.0' '3.37' '0.0' '0.0'],['uma' '02/04/18:32' '0.0' '4.78' '20.0' '-4.0']
['xrp' '30/03/17:21' '-33.0' '1.3' '8.0' '-37.0'],['xrp' '31/03/18:12' '0.0' '-2.95' '7.0' '-11.0']
['dot' '31/03/18:12' '0.0' '8.01' '50.0' '-4.0'],['dot' '01/04/16:01' '33.0' '12.02' '-50.0' '4.0'],['dot' '02/04/18:32' '67.0' '8.18' '-17.0' '23.0']
['wan' '02/04/17:48' '5.67' '-9.57' '-46.33' '19.67']
['ava' '30/03/17:21' '-25.0' '12.09' '-38.0' '-62.0'],['ava' '31/03/22:41' '-12.0' '5.2' '17.0' '-40.0'],['ava' '02/04/15:43' '0.0' '11.75' '8.0' '6.0']
['data' '30/03/21:52' '-25.0' '8.26' '0.0' '-29.0'],['data' '31/03/15:48' '0.0' '8.7' '-29.0' '-26.0'],['data' '02/04/15:43' '-25.0' '-1.46' '0.0' '35.0']
['lon' '30/03/21:52' '145.0' '6.06' '218.0' '214.0'],['lon' '31/03/22:41' '-56.0' '1.82' '-71.0' '-68.0'],['lon' '01/04/16:01' '-40.0' '-1.71' '-64.0' '-45.0'],['lon' '02/04/18:32' '-20.5' '-10.84' '-41.5' '-8.0']
['rly' '30/03/17:21' '67.0' '-5.45' '125.0' '150.0'],['rly' '31/03/22:41' '-45.0' '17.76' '-60.0' '-69.0']
['dia' '30/03/21:52' '17.0' '4.2' '-13.0' '6.0'],['dia' '31/03/22:41' '-43.0' '4.57' '-35.0' '-58.0'],['dia' '01/04/16:01' '-24.5' '18.68' '-36.0' '-13.5'],['dia' '02/04/18:32' '-7.0' '11.73' '-17.5' '57.0']
['pai' '31/03/15:48' '25.0' '2.8' '-15.0' '-20.0'],['pai' '01/04/16:01' '0.0' '9.17' '-55.0' '-25.0'],['pai' '02/04/15:43' '-21.0' '-1.62' '2.0' '3.0']
['game' '30/03/21:52' '6.0' '-3.15' '-9.0' '19.0'],['game' '31/03/22:41' '-59.0' '-5.12' '-45.0' '-47.0'],['game' '01/04/16:01' '-31.0' '-3.23' '-17.0' '-38.5'],['game' '02/04/18:32' '46.5' '1.17' '54.0' '60.0']
['polk' '30/03/21:52' '14.0' '-7.42' '-40.0' '12.0'],['polk' '31/03/18:12' '-18.0' '-3.51' '67.0' '-16.0'],['polk' '01/04/16:01' '-45.0' '7.57' '22.0' '-37.0'],['polk' '02/04/18:32' '-15.5' '6.58' '-67.0' '-32.0']
['fil' '30/03/21:52' '25.0' '17.07' '50.0' '6.0'],['fil' '31/03/22:41' '-10.0' '26.2' '-8.0' '0.0'],['fil' '01/04/16:01' '-24.5' '79.72' '-47.0' '-53.5'],['fil' '02/04/18:32' '80.0' '6.11' '87.5' '92.0']
['ada' '30/03/21:52' '36.0' '1.67' '160.0' '58.0'],['ada' '31/03/22:41' '0.0' '-2.46' '-38.0' '32.0'],['ada' '01/04/16:01' '0.0' '-2.46' '-26.0' '18.0'],['ada' '02/04/18:32' '17.5' '2.52' '29.0' '-45.0']
['ltc' '30/03/21:52' '50.0' '1.32' '156.0' '0.0'],['ltc' '31/03/22:41' '-17.0' '-1.59' '-43.0' '0.0'],['ltc' '01/04/16:01' '0.0' '-0.35' '-26.0' '-14.0']
['doge' '30/03/21:52' '17.0' '0.59' '140.0' '72.0'],['doge' '31/03/18:12' '0.0' '-3.25' '-12.0' '-18.0'],['doge' '01/04/16:01' '133.0' '11.91' '100.0' '136.0'],['doge' '02/04/18:32' '133.0' '10.42' '-14.0' '206.0']
['meme' '30/03/17:21' '75.0' '3.74' '300.0' '126.0'],['meme' '31/03/22:41' '-33.0' '-0.15' '-79.0' '-50.0']
['man' '30/03/21:52' '10.0' '0.79' '23.0' '29.0'],['man' '31/03/22:41' '13.0' '-0.46' '-15.0' '-20.0'],['man' '01/04/16:01' '45.0' '-2.55' '38.0' '7.5'],['man' '02/04/18:32' '43.0' '-9.55' '72.0' '45.5']
['trade' '30/03/21:52' '-19.0' '5.56' '-28.0' '-20.0'],['trade' '31/03/22:41' '-23.0' '-3.08' '17.0' '-45.0'],['trade' '01/04/16:01' '-42.5' '-12.64' '-85.0' '-56.0'],['trade' '02/04/15:43' '12.5' '-6.74' '234.5' '38.5']
['etc' '30/03/21:52' '0.0' '5.3' '-23.0' '-26.0'],['etc' '31/03/22:41' '33.0' '3.95' '-10.0' '21.0'],['etc' '01/04/16:01' '7.0' '8.3' '41.5' '43.5']
['hot' '30/03/21:52' '93.0' '-3.76' '45.0' '143.0'],['hot' '31/03/22:41' '-67.0' '0.13' '-69.0' '-78.0'],['hot' '01/04/16:01' '-63.0' '-5.78' '-25.5' '-61.5'],['hot' '02/04/15:43' '-43.0' '-5.4' '-65.5' '-60.0']
